"image","C","U","S","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"0000145.jpg",4,17,21,-0.00551629037974641,-0.052254931804791,-0.000310417339167785,-0.0189099296834072,-0.00157411216159563,0.0174424661671357,-0.00425597139519975,0.0543454141252615,-0.00415735291283935,-0.00986424761122157
"0000146.jpg",26,6,32,-0.0072728213601792,0.200619099692166,0.0248606747442957,0.100197519611736,-0.0066793527632082,-0.0198830652251343,-0.0226663741208078,0.0578401207173858,0.0972332120055866,0.0607270146832147
"0000147.jpg",25,21,46,0.0233757597365527,0.122313169253747,0.0724612312766846,0.0714647864541781,0.105598305567052,0.0381400307829328,-0.0418455948672862,-0.0598746076558767,-0.116295802180482,0.0437409333054003
"0000149.jpg",27,11,38,0.0554415504882371,0.126700368218586,-0.0142039425309855,-0.124765922768253,0.09200956578842,-0.2431768078639,0.0649399261172525,0.0690490957221202,0.0523875464740542,-0.0225796986797422
"0000151.jpg",1,4,5,-0.00503234978426817,-0.00363021918770106,0.0175260479892305,0.00603701396819793,0.00273003897111033,0.0128657838261673,-0.0123197870035672,-0.0228297607692802,-0.00362620027503842,-0.00447106592705393
"0000152.jpg",29,13,42,0.0888587801872903,0.000195201410793344,-0.0320721086796504,0.0726195813112255,-0.0253851392405342,0.000685014864782764,0.0398055579023193,-0.0206893407000163,-0.0661831555688246,0.00759173596545362
"0000153.jpg",17,29,46,-0.170346474323248,0.0631953777582982,-0.0577218478145227,0.00396430676531477,-0.188452224199771,-0.00336226057963191,0.0770220324831986,0.018167245503154,0.0764744936152507,-0.073805646072094
"0000154.jpg",18,11,29,0.0444907678490086,0.0374198537187064,0.00156839688072542,-0.0123829197308467,-0.00184088567530906,0.0661080742426804,0.101453690413148,0.00293088565040633,-0.0401831166095029,-0.0824372442955557
"0000155.jpg",17,15,32,-0.0154225936478477,-0.0873839631224985,0.00830142561814179,0.0156589353857282,0.0878622730035242,0.0563089708689784,0.061337852579028,0.0363322242006014,0.0980107659690201,0.110216509546702
"0000156.jpg",15,20,35,0.0181868789213047,-0.0816907658721362,-0.0314831238088636,-0.041845879569592,-0.0836397581134999,0.0138107195268404,-0.0453996234968369,0.0392163199531588,0.018601283865416,0.000505023910158144
"0000157.jpg",19,13,32,0.0346591829021956,-0.00378665705528103,0.0276778365168013,-0.00953134565266664,-0.0904006330065165,0.0860325837878677,0.00947229881163865,-0.125583751829854,-0.0844170337298099,0.076937045901164
"0000159.jpg",20,14,34,0.092616475394047,-0.0282513999409955,0.0914043931675534,-0.0231154013057721,0.0198764386069968,-0.0420121084825424,0.00322032045776401,-0.1283661345064,-0.0456540136603048,-0.00196032530945392
"0000160.jpg",19,14,33,0.0140292552674301,-0.0787508942570207,-0.0738512759639011,-0.0555565613443112,-0.0868571201074105,-0.0829462763890588,-0.0300988308805181,-0.0304057847486823,-0.0574966214639254,0.000582103057520744
"0000162.jpg",14,12,26,-0.0173214262133366,0.00628896447157831,-0.0561599311619153,0.0289744201706537,-0.0414909429556688,0.0619720895931457,0.0560310402934714,0.0025149576542529,-0.034180816127099,0.00629649603272486
"0000163.jpg",2,NA,NA,-0.000677937644358467,0.0021396316174158,0.00136257525756428,-0.00269077229354397,-0.00223341790527474,0.000413046198972928,-0.000316455620507326,-0.00215457926609583,0.00391723838322348,-0.00325921853411418
